user_id,variant,converted,order_value,recency,history,history_segment,channel,zip_code,newbie,visit
u_015391,control,0,0.0,7,372.58,4) $350 - $500,Multichannel,Surburban,1,0
u_015392,treatment_mens,0,0.0,9,106.0,2) $100 - $200,Web,Surburban,1,0
u_015393,treatment_mens,0,0.0,2,298.56,3) $200 - $350,Web,Surburban,0,0
u_015394,treatment_womens,0,0.0,10,160.51,2) $100 - $200,Web,Surburban,1,0
u_015395,treatment_womens,0,0.0,2,29.99,1) $0 - $100,Web,Urban,1,0
u_015396,control,0,0.0,8,543.28,5) $500 - $750,Phone,Urban,1,0
u_015397,treatment_mens,0,0.0,1,927.68,"6) $750 - $1,000",Web,Surburban,1,0
u_015398,treatment_mens,0,0.0,10,377.15,4) $350 - $500,Web,Urban,0,0
u_015399,treatment_womens,0,0.0,1,29.99,1) $0 - $100,Web,Urban,0,1
u_015400,treatment_mens,0,0.0,9,102.92,2) $100 - $200,Phone,Urban,1,0
u_015401,treatment_mens,0,0.0,1,384.53,4) $350 - $500,Phone,Surburban,0,1
u_015402,treatment_mens,0,0.0,3,104.26,2) $100 - $200,Web,Urban,1,0
u_015403,treatment_womens,0,0.0,7,48.79,1) $0 - $100,Phone,Rural,0,0
u_015404,treatment_womens,0,0.0,5,117.64,2) $100 - $200,Phone,Surburban,0,0
u_015405,control,0,0.0,7,29.99,1) $0 - $100,Phone,Surburban,0,0
u_015406,control,0,0.0,2,76.79,1) $0 - $100,Phone,Urban,1,0
u_015407,treatment_mens,0,0.0,2,29.99,1) $0 - $100,Phone,Surburban,0,0
u_015408,treatment_womens,0,0.0,9,167.83,2) $100 - $200,Phone,Urban,0,1
u_015409,treatment_mens,0,0.0,1,165.07,2) $100 - $200,Phone,Urban,1,0
u_015410,treatment_mens,0,0.0,8,182.52,2) $100 - $200,Phone,Surburban,0,0
u_015411,control,0,0.0,5,199.04,2) $100 - $200,Web,Surburban,1,0
u_015412,treatment_mens,0,0.0,11,127.73,2) $100 - $200,Phone,Rural,1,0
u_015413,control,0,0.0,4,210.41,3) $200 - $350,Multichannel,Urban,0,0
u_015414,control,0,0.0,2,316.31,3) $200 - $350,Web,Surburban,0,0
u_015415,treatment_mens,0,0.0,2,516.25,5) $500 - $750,Phone,Surburban,1,1
u_015416,treatment_mens,0,0.0,7,273.41,3) $200 - $350,Web,Urban,1,0
u_015417,treatment_womens,0,0.0,9,353.68,4) $350 - $500,Web,Surburban,0,0
u_015418,treatment_mens,0,0.0,8,126.73,2) $100 - $200,Phone,Urban,0,0
u_015419,treatment_womens,0,0.0,12,29.99,1) $0 - $100,Phone,Surburban,0,0
u_015420,treatment_womens,0,0.0,7,256.72,3) $200 - $350,Phone,Urban,0,0
u_015421,treatment_womens,0,0.0,4,117.05,2) $100 - $200,Web,Urban,0,0
u_015422,treatment_womens,0,0.0,3,123.72,2) $100 - $200,Phone,Urban,1,0
u_015423,treatment_womens,0,0.0,3,113.28,2) $100 - $200,Phone,Rural,0,0
u_015424,control,0,0.0,11,169.04,2) $100 - $200,Web,Surburban,1,0
u_015425,control,0,0.0,5,30.49,1) $0 - $100,Phone,Surburban,1,0
u_015426,treatment_womens,0,0.0,10,29.99,1) $0 - $100,Web,Surburban,0,0
u_015427,treatment_womens,0,0.0,5,102.01,2) $100 - $200,Web,Surburban,0,0
u_015428,treatment_mens,0,0.0,2,203.41,3) $200 - $350,Web,Rural,1,0
u_015429,control,0,0.0,10,29.99,1) $0 - $100,Phone,Urban,1,0
u_015430,treatment_mens,0,0.0,11,49.83,1) $0 - $100,Phone,Rural,0,0
u_015431,control,0,0.0,12,447.76,4) $350 - $500,Web,Rural,0,0
u_015432,control,0,0.0,9,149.21,2) $100 - $200,Web,Urban,0,0
u_015433,treatment_womens,0,0.0,2,227.93,3) $200 - $350,Phone,Urban,0,1
u_015434,treatment_mens,0,0.0,7,311.19,3) $200 - $350,Web,Urban,1,0
u_015435,treatment_womens,0,0.0,3,89.59,1) $0 - $100,Web,Rural,1,0
u_015436,control,0,0.0,10,472.87,4) $350 - $500,Multichannel,Urban,0,0
u_015437,control,0,0.0,9,223.64,3) $200 - $350,Multichannel,Urban,0,0
u_015438,treatment_mens,0,0.0,1,383.86,4) $350 - $500,Web,Rural,1,0
u_015439,control,0,0.0,6,197.05,2) $100 - $200,Phone,Urban,0,1
u_015440,treatment_mens,0,0.0,9,336.64,3) $200 - $350,Phone,Urban,1,0
u_015441,treatment_mens,0,0.0,1,310.23,3) $200 - $350,Phone,Rural,1,1
u_015442,control,0,0.0,1,475.64,4) $350 - $500,Phone,Rural,0,1
u_015443,control,0,0.0,6,29.99,1) $0 - $100,Phone,Urban,1,0
u_015444,control,0,0.0,5,112.95,2) $100 - $200,Phone,Surburban,0,0
u_015445,treatment_mens,0,0.0,11,116.12,2) $100 - $200,Web,Urban,0,0
u_015446,control,0,0.0,11,79.14,1) $0 - $100,Phone,Surburban,0,1
u_015447,treatment_mens,0,0.0,10,34.44,1) $0 - $100,Phone,Urban,0,0
u_015448,treatment_womens,0,0.0,3,266.16,3) $200 - $350,Phone,Urban,0,0
u_015449,control,0,0.0,6,145.9,2) $100 - $200,Phone,Urban,1,0
u_015450,treatment_womens,0,0.0,5,194.48,2) $100 - $200,Web,Surburban,1,0
u_015451,control,0,0.0,7,117.9,2) $100 - $200,Phone,Urban,0,0
u_015452,treatment_womens,0,0.0,1,69.6,1) $0 - $100,Phone,Surburban,1,0
u_015453,treatment_mens,0,0.0,3,814.51,"6) $750 - $1,000",Phone,Urban,1,0
u_015454,treatment_womens,0,0.0,4,61.72,1) $0 - $100,Web,Surburban,1,0
u_015455,treatment_mens,0,0.0,3,178.32,2) $100 - $200,Web,Surburban,0,0
u_015456,treatment_mens,0,0.0,1,659.31,5) $500 - $750,Phone,Urban,1,0
u_015457,treatment_womens,0,0.0,12,654.27,5) $500 - $750,Phone,Surburban,1,0
u_015458,treatment_womens,0,0.0,1,299.36,3) $200 - $350,Multichannel,Rural,0,0
u_015459,treatment_mens,0,0.0,10,464.48,4) $350 - $500,Multichannel,Urban,1,0
u_015460,treatment_womens,0,0.0,5,130.8,2) $100 - $200,Phone,Urban,0,0
u_015461,treatment_mens,0,0.0,1,31.38,1) $0 - $100,Web,Urban,0,0
u_015462,control,0,0.0,4,36.96,1) $0 - $100,Phone,Rural,0,0
u_015463,treatment_mens,0,0.0,11,139.79,2) $100 - $200,Phone,Surburban,1,0
u_015464,treatment_womens,0,0.0,3,398.27,4) $350 - $500,Web,Urban,0,0
u_015465,treatment_mens,0,0.0,2,110.07,2) $100 - $200,Web,Urban,0,0
u_015466,treatment_mens,0,0.0,8,62.56,1) $0 - $100,Phone,Urban,1,0
u_015467,treatment_mens,0,0.0,6,52.73,1) $0 - $100,Phone,Surburban,0,0
u_015468,treatment_mens,0,0.0,3,631.37,5) $500 - $750,Web,Urban,1,0
u_015469,treatment_mens,0,0.0,10,29.99,1) $0 - $100,Web,Rural,1,0
u_015470,treatment_mens,0,0.0,4,147.16,2) $100 - $200,Phone,Urban,1,0
u_015471,treatment_mens,0,0.0,10,117.59,2) $100 - $200,Phone,Surburban,1,0
u_015472,treatment_mens,0,0.0,4,29.99,1) $0 - $100,Web,Rural,0,0
u_015473,treatment_womens,0,0.0,2,1259.36,"7) $1,000 +",Web,Urban,1,0
u_015474,control,0,0.0,9,260.51,3) $200 - $350,Multichannel,Rural,1,0
u_015475,treatment_mens,0,0.0,5,29.99,1) $0 - $100,Phone,Surburban,1,0
u_015476,treatment_womens,0,0.0,7,29.99,1) $0 - $100,Phone,Surburban,0,0
u_015477,treatment_mens,0,0.0,2,142.42,2) $100 - $200,Web,Surburban,1,1
u_015478,treatment_mens,0,0.0,4,77.97,1) $0 - $100,Web,Surburban,0,0
u_015479,treatment_womens,0,0.0,6,29.99,1) $0 - $100,Web,Surburban,1,0
u_015480,control,0,0.0,6,1042.3,"7) $1,000 +",Web,Rural,1,0
u_015481,control,0,0.0,10,99.89,1) $0 - $100,Web,Surburban,1,0
u_015482,treatment_womens,0,0.0,6,250.17,3) $200 - $350,Phone,Urban,0,0
u_015483,control,0,0.0,3,1152.49,"7) $1,000 +",Phone,Rural,1,1
u_015484,treatment_womens,0,0.0,1,72.97,1) $0 - $100,Phone,Urban,1,0
u_015485,control,0,0.0,1,400.27,4) $350 - $500,Multichannel,Rural,1,1
u_015486,treatment_mens,0,0.0,10,224.61,3) $200 - $350,Phone,Urban,1,0
u_015487,treatment_mens,0,0.0,8,455.32,4) $350 - $500,Phone,Urban,0,0
u_015488,control,0,0.0,2,783.37,"6) $750 - $1,000",Phone,Urban,1,0
u_015489,treatment_mens,0,0.0,5,77.98,1) $0 - $100,Web,Urban,1,0
u_015490,treatment_womens,0,0.0,12,285.72,3) $200 - $350,Web,Rural,1,0
u_015491,treatment_mens,0,0.0,4,942.26,"6) $750 - $1,000",Multichannel,Rural,1,1
u_015492,control,0,0.0,9,308.39,3) $200 - $350,Web,Urban,0,0
u_015493,treatment_mens,0,0.0,12,301.47,3) $200 - $350,Phone,Rural,0,1
u_015494,control,0,0.0,10,69.02,1) $0 - $100,Web,Urban,1,0
u_015495,treatment_mens,0,0.0,6,126.22,2) $100 - $200,Web,Rural,1,0
u_015496,treatment_mens,0,0.0,10,72.38,1) $0 - $100,Web,Urban,1,0
u_015497,treatment_womens,0,0.0,11,29.99,1) $0 - $100,Web,Urban,1,0
u_015498,treatment_womens,0,0.0,8,29.99,1) $0 - $100,Web,Surburban,1,1
u_015499,control,0,0.0,9,396.0,4) $350 - $500,Phone,Rural,0,0
u_015500,control,0,0.0,4,147.2,2) $100 - $200,Web,Rural,1,0
u_015501,control,0,0.0,10,141.09,2) $100 - $200,Web,Surburban,0,0
u_015502,treatment_womens,0,0.0,10,145.53,2) $100 - $200,Web,Surburban,0,0
u_015503,treatment_womens,0,0.0,9,29.99,1) $0 - $100,Web,Urban,0,1
u_015504,control,0,0.0,11,188.37,2) $100 - $200,Web,Surburban,0,0
u_015505,treatment_womens,0,0.0,2,388.86,4) $350 - $500,Phone,Surburban,0,0
u_015506,control,0,0.0,9,364.8,4) $350 - $500,Web,Rural,1,0
u_015507,control,0,0.0,1,526.53,5) $500 - $750,Multichannel,Rural,1,0
u_015508,control,0,0.0,7,29.99,1) $0 - $100,Web,Rural,0,0
u_015509,treatment_mens,0,0.0,10,84.46,1) $0 - $100,Web,Surburban,1,0
u_015510,control,0,0.0,2,96.13,1) $0 - $100,Web,Urban,1,0
u_015511,treatment_mens,0,0.0,1,886.15,"6) $750 - $1,000",Web,Surburban,1,1
u_015512,control,0,0.0,4,231.16,3) $200 - $350,Phone,Rural,1,0
u_015513,treatment_mens,0,0.0,8,58.03,1) $0 - $100,Web,Rural,0,1
u_015514,control,0,0.0,11,107.38,2) $100 - $200,Web,Surburban,0,0
u_015515,treatment_womens,0,0.0,11,237.1,3) $200 - $350,Phone,Surburban,0,0
u_015516,treatment_mens,0,0.0,10,175.66,2) $100 - $200,Web,Urban,0,0
u_015517,treatment_mens,0,0.0,2,71.41,1) $0 - $100,Web,Rural,0,0
u_015518,treatment_womens,0,0.0,2,257.9,3) $200 - $350,Multichannel,Surburban,0,0
u_015519,treatment_mens,0,0.0,10,133.39,2) $100 - $200,Phone,Rural,0,1
u_015520,control,0,0.0,11,93.8,1) $0 - $100,Web,Urban,1,0
u_015521,control,0,0.0,3,74.74,1) $0 - $100,Phone,Rural,1,0
u_015522,control,0,0.0,8,303.47,3) $200 - $350,Phone,Urban,1,0
u_015523,treatment_mens,0,0.0,6,29.99,1) $0 - $100,Phone,Surburban,1,0
u_015524,control,0,0.0,4,78.12,1) $0 - $100,Web,Surburban,1,0
u_015525,control,0,0.0,9,132.06,2) $100 - $200,Phone,Surburban,0,1
u_015526,treatment_womens,0,0.0,7,240.62,3) $200 - $350,Phone,Urban,1,0
u_015527,treatment_womens,0,0.0,9,63.48,1) $0 - $100,Web,Surburban,1,0
u_015528,treatment_mens,0,0.0,9,180.94,2) $100 - $200,Web,Surburban,1,0
u_015529,treatment_mens,0,0.0,2,51.43,1) $0 - $100,Web,Surburban,1,0
u_015530,treatment_mens,0,0.0,7,29.99,1) $0 - $100,Phone,Urban,1,0
u_015531,control,0,0.0,10,41.58,1) $0 - $100,Web,Surburban,1,0
u_015532,treatment_womens,0,0.0,10,360.88,4) $350 - $500,Web,Surburban,1,0
u_015533,treatment_womens,0,0.0,9,87.38,1) $0 - $100,Phone,Surburban,1,0
u_015534,control,0,0.0,4,679.5,5) $500 - $750,Phone,Surburban,1,0
u_015535,control,0,0.0,5,29.99,1) $0 - $100,Web,Surburban,0,0
u_015536,treatment_mens,0,0.0,5,73.85,1) $0 - $100,Phone,Surburban,0,1
u_015537,treatment_mens,0,0.0,10,93.64,1) $0 - $100,Phone,Urban,0,0
u_015538,treatment_womens,0,0.0,4,29.99,1) $0 - $100,Web,Urban,1,0
u_015539,treatment_mens,0,0.0,5,171.33,2) $100 - $200,Phone,Surburban,1,0
u_015540,control,0,0.0,10,409.97,4) $350 - $500,Multichannel,Surburban,0,0
u_015541,treatment_mens,0,0.0,10,88.0,1) $0 - $100,Web,Urban,1,0
u_015542,control,0,0.0,5,425.23,4) $350 - $500,Multichannel,Surburban,0,0
u_015543,treatment_womens,0,0.0,6,90.65,1) $0 - $100,Web,Urban,1,0
u_015544,control,0,0.0,2,71.09,1) $0 - $100,Web,Surburban,1,0
u_015545,treatment_mens,0,0.0,1,246.68,3) $200 - $350,Phone,Urban,1,0
u_015546,treatment_mens,0,0.0,9,29.99,1) $0 - $100,Web,Urban,1,1
u_015547,treatment_mens,0,0.0,8,197.6,2) $100 - $200,Web,Surburban,0,0
u_015548,treatment_mens,0,0.0,6,50.42,1) $0 - $100,Phone,Surburban,1,0
u_015549,treatment_mens,0,0.0,8,29.99,1) $0 - $100,Web,Urban,1,0
u_015550,treatment_mens,0,0.0,7,241.55,3) $200 - $350,Phone,Urban,0,0
u_015551,treatment_mens,0,0.0,1,202.06,3) $200 - $350,Web,Rural,0,1
u_015552,treatment_womens,0,0.0,8,251.81,3) $200 - $350,Multichannel,Urban,0,0
u_015553,control,0,0.0,5,69.06,1) $0 - $100,Web,Urban,0,0
u_015554,control,0,0.0,6,1008.2,"7) $1,000 +",Multichannel,Surburban,1,1
u_015555,control,0,0.0,8,271.93,3) $200 - $350,Phone,Rural,1,0
u_015556,treatment_mens,0,0.0,10,90.52,1) $0 - $100,Web,Surburban,0,0
u_015557,control,0,0.0,6,125.16,2) $100 - $200,Web,Surburban,1,0
u_015558,treatment_mens,0,0.0,4,37.6,1) $0 - $100,Web,Surburban,1,0
u_015559,treatment_mens,0,0.0,3,809.12,"6) $750 - $1,000",Web,Surburban,1,0
u_015560,treatment_womens,0,0.0,1,61.17,1) $0 - $100,Phone,Surburban,0,0
u_015561,treatment_womens,0,0.0,6,163.3,2) $100 - $200,Web,Urban,1,0
u_015562,treatment_womens,0,0.0,12,29.99,1) $0 - $100,Phone,Urban,1,0
u_015563,treatment_womens,0,0.0,1,360.18,4) $350 - $500,Phone,Urban,0,0
u_015564,treatment_mens,0,0.0,10,554.84,5) $500 - $750,Multichannel,Rural,1,0
u_015565,treatment_womens,0,0.0,11,43.98,1) $0 - $100,Web,Surburban,0,0
u_015566,treatment_womens,0,0.0,9,204.33,3) $200 - $350,Multichannel,Urban,0,0
u_015567,treatment_womens,0,0.0,10,144.27,2) $100 - $200,Web,Surburban,1,0
u_015568,treatment_womens,0,0.0,7,207.85,3) $200 - $350,Web,Surburban,0,0
u_015569,treatment_mens,0,0.0,2,29.99,1) $0 - $100,Phone,Surburban,1,0
u_015570,treatment_womens,0,0.0,6,85.78,1) $0 - $100,Web,Urban,0,0
u_015571,control,0,0.0,2,51.37,1) $0 - $100,Phone,Surburban,0,0
u_015572,treatment_mens,0,0.0,2,581.33,5) $500 - $750,Multichannel,Surburban,1,0
u_015573,treatment_mens,0,0.0,2,817.9,"6) $750 - $1,000",Phone,Surburban,1,0
u_015574,treatment_womens,0,0.0,7,65.63,1) $0 - $100,Phone,Rural,0,1
u_015575,control,0,0.0,7,101.42,2) $100 - $200,Phone,Surburban,1,0
u_015576,treatment_womens,0,0.0,12,176.9,2) $100 - $200,Phone,Surburban,1,0
u_015577,treatment_womens,0,0.0,9,93.22,1) $0 - $100,Phone,Rural,1,0
u_015578,control,0,0.0,10,135.36,2) $100 - $200,Web,Urban,1,0
u_015579,treatment_womens,0,0.0,10,84.35,1) $0 - $100,Phone,Rural,0,0
u_015580,treatment_womens,0,0.0,7,29.99,1) $0 - $100,Web,Surburban,1,1
u_015581,control,0,0.0,7,38.98,1) $0 - $100,Web,Surburban,0,0
u_015582,treatment_mens,0,0.0,12,41.61,1) $0 - $100,Web,Urban,1,1
u_015583,treatment_mens,0,0.0,8,381.69,4) $350 - $500,Web,Urban,0,0
u_015584,control,0,0.0,8,155.29,2) $100 - $200,Web,Surburban,0,0
u_015585,control,0,0.0,11,138.01,2) $100 - $200,Web,Surburban,0,0
u_015586,treatment_womens,0,0.0,2,422.14,4) $350 - $500,Web,Surburban,1,0
u_015587,treatment_mens,0,0.0,11,410.07,4) $350 - $500,Multichannel,Surburban,0,0
u_015588,treatment_mens,0,0.0,3,383.78,4) $350 - $500,Phone,Surburban,0,0
u_015589,treatment_womens,0,0.0,6,196.79,2) $100 - $200,Phone,Surburban,0,1
u_015590,treatment_womens,0,0.0,3,482.3,4) $350 - $500,Web,Surburban,0,0
u_015591,treatment_mens,0,0.0,10,60.69,1) $0 - $100,Web,Surburban,0,0
u_015592,treatment_womens,0,0.0,9,96.08,1) $0 - $100,Web,Surburban,0,0
u_015593,control,0,0.0,5,86.05,1) $0 - $100,Phone,Urban,0,1
u_015594,control,0,0.0,10,29.99,1) $0 - $100,Web,Rural,1,1
u_015595,treatment_mens,0,0.0,8,29.99,1) $0 - $100,Web,Rural,0,0
u_015596,control,0,0.0,7,281.32,3) $200 - $350,Phone,Rural,0,0
u_015597,treatment_mens,0,0.0,9,428.91,4) $350 - $500,Multichannel,Rural,0,0
u_015598,control,0,0.0,4,232.76,3) $200 - $350,Phone,Urban,0,0
u_015599,treatment_mens,0,0.0,7,498.74,4) $350 - $500,Multichannel,Urban,0,0
u_015600,treatment_womens,0,0.0,4,156.9,2) $100 - $200,Web,Surburban,0,0
u_015601,control,0,0.0,10,190.3,2) $100 - $200,Phone,Urban,1,0
u_015602,treatment_womens,0,0.0,2,1503.78,"7) $1,000 +",Multichannel,Urban,1,1
u_015603,control,0,0.0,9,550.07,5) $500 - $750,Multichannel,Surburban,1,1
u_015604,treatment_mens,0,0.0,7,95.41,1) $0 - $100,Phone,Urban,1,0
u_015605,treatment_womens,0,0.0,8,413.69,4) $350 - $500,Phone,Surburban,0,0
u_015606,treatment_mens,1,33.32,10,380.72,4) $350 - $500,Web,Surburban,0,1
u_015607,treatment_womens,0,0.0,8,278.2,3) $200 - $350,Phone,Surburban,0,0
u_015608,control,0,0.0,2,356.01,4) $350 - $500,Web,Urban,0,1
u_015609,control,0,0.0,8,29.99,1) $0 - $100,Phone,Urban,1,0
u_015610,treatment_womens,0,0.0,10,377.42,4) $350 - $500,Multichannel,Urban,0,0
u_015611,treatment_mens,0,0.0,9,112.27,2) $100 - $200,Web,Surburban,0,0
u_015612,control,0,0.0,3,149.12,2) $100 - $200,Phone,Surburban,1,0
u_015613,treatment_mens,0,0.0,10,486.24,4) $350 - $500,Multichannel,Surburban,1,0
u_015614,treatment_mens,0,0.0,5,238.47,3) $200 - $350,Web,Urban,0,1
u_015615,treatment_womens,0,0.0,1,1177.46,"7) $1,000 +",Web,Urban,1,0
u_015616,treatment_womens,0,0.0,10,29.99,1) $0 - $100,Web,Surburban,0,0
u_015617,control,0,0.0,9,205.39,3) $200 - $350,Phone,Urban,0,0
u_015618,treatment_mens,0,0.0,10,147.08,2) $100 - $200,Phone,Surburban,0,0
u_015619,control,0,0.0,8,99.0,1) $0 - $100,Web,Surburban,1,0
u_015620,treatment_womens,0,0.0,9,29.99,1) $0 - $100,Web,Urban,0,0
u_015621,control,0,0.0,9,267.6,3) $200 - $350,Phone,Urban,0,0
u_015622,treatment_womens,0,0.0,2,104.79,2) $100 - $200,Web,Rural,1,0
u_015623,treatment_womens,0,0.0,3,399.41,4) $350 - $500,Web,Rural,0,1
u_015624,treatment_womens,0,0.0,2,29.99,1) $0 - $100,Web,Rural,0,0
u_015625,treatment_mens,0,0.0,4,608.78,5) $500 - $750,Phone,Urban,1,0
u_015626,control,0,0.0,1,106.82,2) $100 - $200,Phone,Surburban,1,0
u_015627,control,0,0.0,11,162.44,2) $100 - $200,Web,Surburban,0,0
u_015628,control,0,0.0,10,51.05,1) $0 - $100,Phone,Surburban,0,0
u_015629,treatment_womens,0,0.0,8,740.23,5) $500 - $750,Phone,Surburban,1,1
u_015630,treatment_womens,0,0.0,1,571.03,5) $500 - $750,Multichannel,Surburban,1,0
u_015631,treatment_mens,0,0.0,7,135.86,2) $100 - $200,Web,Rural,0,0
u_015632,treatment_mens,0,0.0,3,284.41,3) $200 - $350,Phone,Urban,1,1
u_015633,control,0,0.0,10,29.99,1) $0 - $100,Phone,Urban,1,0
u_015634,treatment_mens,0,0.0,5,1191.45,"7) $1,000 +",Multichannel,Urban,1,1
u_015635,control,0,0.0,2,71.21,1) $0 - $100,Web,Surburban,1,0
u_015636,treatment_womens,0,0.0,6,74.57,1) $0 - $100,Web,Rural,1,0
u_015637,treatment_mens,0,0.0,1,254.4,3) $200 - $350,Phone,Surburban,0,0
u_015638,treatment_mens,0,0.0,9,323.28,3) $200 - $350,Phone,Rural,0,0
u_015639,control,0,0.0,9,29.99,1) $0 - $100,Phone,Urban,0,0
u_015640,treatment_womens,0,0.0,10,38.52,1) $0 - $100,Web,Urban,0,0
u_015641,control,0,0.0,4,198.02,2) $100 - $200,Phone,Surburban,0,0
u_015642,treatment_womens,0,0.0,7,164.12,2) $100 - $200,Phone,Urban,1,0
u_015643,treatment_mens,0,0.0,1,153.0,2) $100 - $200,Web,Surburban,1,0
u_015644,control,0,0.0,10,116.73,2) $100 - $200,Web,Surburban,1,0
u_015645,control,0,0.0,4,252.63,3) $200 - $350,Phone,Urban,0,0
u_015646,control,0,0.0,3,71.41,1) $0 - $100,Web,Surburban,0,1
u_015647,control,0,0.0,8,29.99,1) $0 - $100,Web,Urban,1,0
u_015648,treatment_womens,0,0.0,10,86.77,1) $0 - $100,Web,Surburban,0,0
u_015649,treatment_mens,0,0.0,6,29.99,1) $0 - $100,Web,Urban,0,0
u_015650,treatment_mens,0,0.0,2,203.31,3) $200 - $350,Phone,Rural,0,0
u_015651,treatment_womens,0,0.0,2,29.99,1) $0 - $100,Phone,Surburban,1,0
u_015652,treatment_mens,0,0.0,12,93.47,1) $0 - $100,Web,Surburban,1,0
u_015653,treatment_womens,0,0.0,4,240.89,3) $200 - $350,Web,Surburban,0,0
u_015654,control,0,0.0,1,449.15,4) $350 - $500,Phone,Urban,1,0
u_015655,control,0,0.0,12,351.61,4) $350 - $500,Web,Surburban,0,0
u_015656,treatment_womens,0,0.0,1,1213.99,"7) $1,000 +",Multichannel,Urban,1,1
u_015657,control,0,0.0,10,572.79,5) $500 - $750,Multichannel,Surburban,1,0
u_015658,treatment_mens,0,0.0,1,81.24,1) $0 - $100,Phone,Rural,1,0
u_015659,control,0,0.0,7,944.01,"6) $750 - $1,000",Web,Rural,1,0
u_015660,treatment_mens,0,0.0,4,103.34,2) $100 - $200,Phone,Urban,1,0
u_015661,treatment_womens,0,0.0,10,29.99,1) $0 - $100,Web,Urban,0,0
u_015662,control,0,0.0,1,34.16,1) $0 - $100,Web,Urban,1,0
u_015663,control,0,0.0,6,140.98,2) $100 - $200,Phone,Urban,0,0
u_015664,treatment_mens,0,0.0,9,223.46,3) $200 - $350,Multichannel,Urban,1,0
u_015665,control,0,0.0,9,29.99,1) $0 - $100,Phone,Surburban,0,0
u_015666,treatment_womens,0,0.0,10,269.44,3) $200 - $350,Multichannel,Surburban,1,0
u_015667,control,0,0.0,1,436.25,4) $350 - $500,Web,Rural,0,0
u_015668,treatment_womens,0,0.0,9,187.02,2) $100 - $200,Phone,Surburban,0,0
u_015669,treatment_mens,0,0.0,2,74.91,1) $0 - $100,Web,Surburban,0,0
u_015670,control,0,0.0,2,1201.09,"7) $1,000 +",Multichannel,Rural,1,0
u_015671,control,0,0.0,11,355.32,4) $350 - $500,Phone,Urban,0,0
u_015672,control,0,0.0,10,29.99,1) $0 - $100,Phone,Surburban,1,0
u_015673,treatment_mens,0,0.0,2,721.91,5) $500 - $750,Phone,Rural,1,1
u_015674,treatment_womens,0,0.0,2,215.48,3) $200 - $350,Web,Urban,0,0
u_015675,treatment_womens,0,0.0,1,338.47,3) $200 - $350,Web,Urban,0,1
u_015676,treatment_womens,0,0.0,1,147.92,2) $100 - $200,Phone,Surburban,0,0
u_015677,control,0,0.0,10,722.46,5) $500 - $750,Phone,Urban,1,0
u_015678,treatment_womens,0,0.0,5,29.99,1) $0 - $100,Web,Rural,0,0
u_015679,control,0,0.0,4,690.66,5) $500 - $750,Multichannel,Urban,1,0
u_015680,control,0,0.0,4,229.16,3) $200 - $350,Phone,Urban,0,0
u_015681,treatment_womens,0,0.0,1,187.64,2) $100 - $200,Phone,Surburban,0,0
u_015682,treatment_womens,0,0.0,5,31.13,1) $0 - $100,Web,Surburban,0,0
u_015683,treatment_mens,0,0.0,10,39.47,1) $0 - $100,Phone,Urban,1,0
u_015684,treatment_mens,0,0.0,11,90.06,1) $0 - $100,Phone,Rural,0,0
u_015685,treatment_mens,0,0.0,7,422.92,4) $350 - $500,Multichannel,Surburban,1,0
u_015686,treatment_mens,0,0.0,3,80.2,1) $0 - $100,Web,Urban,1,0
u_015687,treatment_mens,0,0.0,11,141.75,2) $100 - $200,Phone,Surburban,0,0
u_015688,treatment_womens,0,0.0,8,91.37,1) $0 - $100,Web,Surburban,0,0
u_015689,treatment_mens,0,0.0,10,29.99,1) $0 - $100,Phone,Surburban,1,0
u_015690,treatment_mens,0,0.0,1,1080.83,"7) $1,000 +",Multichannel,Urban,1,0
u_015691,control,0,0.0,5,176.08,2) $100 - $200,Web,Surburban,1,0
u_015692,treatment_mens,0,0.0,4,271.2,3) $200 - $350,Multichannel,Urban,1,1
u_015693,treatment_womens,0,0.0,10,542.46,5) $500 - $750,Web,Surburban,1,0
u_015694,treatment_mens,0,0.0,5,160.42,2) $100 - $200,Phone,Surburban,1,0
u_015695,control,0,0.0,4,390.18,4) $350 - $500,Web,Surburban,0,1
u_015696,treatment_womens,0,0.0,4,254.23,3) $200 - $350,Web,Surburban,0,0
u_015697,control,0,0.0,4,257.6,3) $200 - $350,Multichannel,Urban,1,0
u_015698,control,0,0.0,10,39.6,1) $0 - $100,Web,Rural,0,1
u_015699,treatment_mens,0,0.0,4,257.51,3) $200 - $350,Multichannel,Urban,0,0
u_015700,treatment_mens,0,0.0,9,45.32,1) $0 - $100,Web,Surburban,0,0
u_015701,treatment_womens,0,0.0,2,126.41,2) $100 - $200,Web,Surburban,0,0
u_015702,treatment_mens,0,0.0,10,84.6,1) $0 - $100,Web,Surburban,0,0
u_015703,treatment_mens,0,0.0,4,81.45,1) $0 - $100,Phone,Urban,1,1
u_015704,control,0,0.0,9,235.9,3) $200 - $350,Phone,Rural,1,0
u_015705,treatment_mens,0,0.0,10,29.99,1) $0 - $100,Phone,Surburban,1,0
u_015706,control,0,0.0,4,29.99,1) $0 - $100,Phone,Surburban,1,0
u_015707,treatment_mens,0,0.0,1,652.58,5) $500 - $750,Multichannel,Surburban,1,1
u_015708,treatment_womens,0,0.0,1,291.94,3) $200 - $350,Phone,Rural,1,1
u_015709,control,0,0.0,8,72.22,1) $0 - $100,Web,Surburban,0,0
