user_id,variant,converted,error_rate
u_04656,control,0,0.0172
u_04657,control,0,0.0172
u_04658,control,0,0.033
u_04659,control,0,0.0071
u_04660,control,0,0.0234
u_04661,control,0,0.0049
u_04662,control,0,0.0144
u_04663,control,0,0.0139
u_04664,control,0,0.0162
u_04665,control,0,0.0247
u_04666,control,0,0.0287
u_04667,control,0,0.0401
u_04668,control,0,0.0223
u_04669,control,0,0.019
u_04670,control,0,0.0262
u_04671,control,0,0.0253
u_04672,control,0,0.0104
u_04673,control,0,0.0088
u_04674,control,0,0.0182
u_04675,control,0,0.0067
u_04676,control,0,0.0193
u_04677,control,0,0.0673
u_04678,control,0,0.0067
u_04679,control,0,0.0206
u_04680,control,0,0.0162
u_04681,control,0,0.0197
u_04682,control,0,0.0135
u_04683,control,0,0.0498
u_04684,control,0,0.0303
u_04685,control,0,0.0088
u_04686,control,0,0.0281
u_04687,control,0,0.0118
u_04688,control,1,0.0127
u_04689,control,0,0.0461
u_04690,control,0,0.0232
u_04691,control,0,0.0461
u_04692,control,0,0.0245
u_04693,control,0,0.0409
u_04694,control,0,0.0218
u_04695,control,0,0.0239
u_04696,control,0,0.0232
u_04697,control,0,0.0155
u_04698,control,1,0.0052
u_04699,control,0,0.014
u_04700,control,0,0.0164
u_04701,control,0,0.0368
u_04702,control,0,0.0182
u_04703,control,0,0.0021
u_04704,control,0,0.0203
u_04705,control,0,0.0051
u_04706,control,0,0.0257
u_04707,control,0,0.0178
u_04708,control,0,0.0077
u_04709,control,0,0.0382
u_04710,control,0,0.0196
u_04711,control,0,0.0097
u_04712,control,0,0.0325
u_04713,control,0,0.0328
u_04714,control,0,0.0129
u_04715,control,0,0.0414
u_04716,control,0,0.0183
u_04717,control,0,0.0212
u_04718,control,0,0.0245
u_04719,control,0,0.0067
u_04720,control,1,0.0586
u_04721,control,0,0.0155
u_04722,control,0,0.0508
u_04723,control,0,0.0102
u_04724,control,0,0.0135
u_04725,control,1,0.0322
u_04726,control,0,0.0178
u_04727,control,0,0.0155
u_04728,control,0,0.0149
u_04729,control,0,0.0193
u_04730,control,0,0.0465
u_04731,control,0,0.0164
u_04732,control,0,0.0241
u_04733,control,1,0.0069
u_04734,control,0,0.0127
u_04735,control,0,0.0154
u_04736,control,0,0.0216
u_04737,control,0,0.0284
u_04738,control,0,0.0488
u_04739,control,0,0.0513
u_04740,control,0,0.0162
u_04741,control,0,0.0361
u_04742,control,0,0.0197
u_04743,control,0,0.0112
u_04744,control,0,0.0063
u_04745,control,0,0.0056
u_04746,control,0,0.0173
u_04747,control,0,0.0241
u_04748,control,0,0.0091
u_04749,control,0,0.0163
u_04750,control,0,0.0088
u_04751,control,0,0.0586
u_04752,control,0,0.0025
u_04753,control,0,0.0226
u_04754,control,0,0.0269
u_04755,control,0,0.0194
u_04756,control,0,0.0048
u_04757,control,0,0.0482
u_04758,control,0,0.0516
u_04759,control,0,0.0085
u_04760,control,0,0.0261
u_04761,control,0,0.0257
u_04762,control,0,0.006
u_04763,control,0,0.0459
u_04764,control,0,0.0071
u_04765,control,0,0.008
u_04766,control,0,0.0199
u_04767,control,0,0.0357
u_04768,control,0,0.0197
u_04769,control,0,0.009
u_04770,control,0,0.0523
u_04771,control,0,0.0266
u_04772,control,0,0.0092
u_04773,control,0,0.0054
u_04774,control,0,0.0646
u_04775,control,0,0.0011
u_04776,control,0,0.0125
u_04777,control,0,0.0206
u_04778,control,0,0.0191
u_04779,control,0,0.0227
u_04780,control,0,0.0197
u_04781,control,0,0.041
u_04782,control,0,0.0327
u_04783,control,0,0.0255
u_04784,control,0,0.007
u_04785,control,0,0.0015
u_04786,control,0,0.0043
u_04787,control,0,0.0205
u_04788,control,0,0.0633
u_04789,control,0,0.0182
u_04790,control,0,0.0142
u_04791,control,0,0.023
u_04792,control,0,0.0168
u_04793,control,0,0.0098
u_04794,control,0,0.0262
u_04795,control,0,0.0254
u_04796,control,1,0.0226
u_04797,control,0,0.0141
u_04798,control,0,0.01
u_04799,control,0,0.0234
u_04800,control,1,0.0228
u_04801,control,0,0.0367
u_04802,control,0,0.0287
u_04803,control,0,0.0257
u_04804,control,0,0.0166
u_04805,control,0,0.011
u_04806,control,0,0.019
u_04807,control,0,0.0033
u_04808,control,0,0.0242
u_04809,control,0,0.0255
u_04810,control,0,0.035
u_04811,control,0,0.0215
u_04812,control,0,0.0168
u_04813,control,0,0.0377
u_04814,control,1,0.0316
u_04815,control,0,0.0234
u_04816,control,0,0.0258
u_04817,control,1,0.0454
u_04818,control,0,0.0247
u_04819,control,0,0.0326
u_04820,control,0,0.0066
u_04821,control,0,0.0167
u_04822,control,0,0.0271
u_04823,control,0,0.0063
u_04824,control,0,0.0292
u_04825,control,0,0.0084
u_04826,control,0,0.0118
u_04827,control,0,0.0076
u_04828,control,0,0.0175
u_04829,control,0,0.0135
u_04830,control,0,0.0153
u_04831,control,0,0.0072
u_04832,control,0,0.0191
u_04833,control,0,0.048
u_04834,control,0,0.03
u_04835,control,0,0.0281
u_04836,control,0,0.047
u_04837,control,0,0.0241
u_04838,control,0,0.0296
u_04839,control,0,0.0385
u_04840,control,0,0.0173
u_04841,control,1,0.0177
u_04842,control,0,0.0056
u_04843,control,0,0.0138
u_04844,control,0,0.005
u_04845,control,0,0.0199
u_04846,control,0,0.0144
u_04847,control,0,0.0115
u_04848,control,0,0.0145
u_04849,control,0,0.0324
u_04850,control,0,0.0152
u_04851,control,0,0.0145
u_04852,control,0,0.0142
u_04853,control,0,0.0506
u_04854,control,0,0.0221
u_04855,control,0,0.0178
u_04856,control,0,0.0052
u_04857,control,0,0.011
u_04858,control,0,0.0036
u_04859,control,0,0.0178
u_04860,control,0,0.0194
u_04861,control,0,0.0467
u_04862,control,0,0.0495
u_04863,control,0,0.0309
u_04864,control,0,0.0321
u_04865,control,0,0.0146
u_04866,control,0,0.0207
u_04867,control,0,0.0176
u_04868,control,0,0.062
u_04869,control,0,0.0361
u_04870,control,0,0.0264
u_04871,control,0,0.0336
u_04872,control,0,0.0057
u_04873,control,0,0.0269
u_04874,control,0,0.0093
u_04875,control,0,0.0131
u_04876,control,0,0.0176
u_04877,control,0,0.0364
u_04878,control,0,0.009
u_04879,control,0,0.012
u_04880,control,0,0.0091
u_04881,control,0,0.0331
u_04882,control,0,0.0235
u_04883,control,0,0.0373
u_04884,control,0,0.0091
u_04885,control,0,0.005
u_04886,control,0,0.0251
u_04887,control,0,0.0483
u_04888,control,0,0.015
u_04889,control,0,0.0275
u_04890,control,0,0.0278
u_04891,control,0,0.0066
u_04892,control,0,0.0248
u_04893,control,0,0.0254
u_04894,control,0,0.013
u_04895,control,0,0.0131
u_04896,control,0,0.0432
u_04897,control,0,0.0042
u_04898,control,0,0.0453
u_04899,control,0,0.0133
u_04900,control,0,0.0195
u_04901,control,0,0.0043
u_04902,control,0,0.0336
u_04903,control,0,0.015
u_04904,control,0,0.0181
u_04905,control,0,0.0386
u_04906,control,0,0.0275
u_04907,control,0,0.0155
u_04908,control,0,0.0563
u_04909,control,0,0.0019
u_04910,control,0,0.0264
u_04911,control,0,0.0208
u_04912,control,0,0.0103
u_04913,control,0,0.0558
u_04914,control,0,0.0114
u_04915,control,0,0.0049
u_04916,control,0,0.0239
u_04917,control,0,0.0122
u_04918,control,0,0.0385
u_04919,control,1,0.0057
u_04920,control,0,0.0084
u_04921,control,0,0.0056
u_04922,control,0,0.0143
u_04923,control,0,0.0156
u_04924,control,0,0.0261
u_04925,control,0,0.0319
u_04926,control,0,0.0193
u_04927,control,0,0.002
u_04928,control,0,0.0013
u_04929,control,0,0.0507
u_04930,control,0,0.0078
u_04931,control,1,0.056
u_04932,control,1,0.0349
u_04933,control,0,0.008
u_04934,control,0,0.0315
u_04935,control,0,0.015
u_04936,control,0,0.0317
u_04937,control,0,0.0136
u_04938,control,0,0.0517
u_04939,control,0,0.0094
u_04940,control,0,0.005
u_04941,control,0,0.022
u_04942,control,0,0.0034
u_04943,control,0,0.0193
u_04944,control,0,0.0212
u_04945,control,0,0.029
u_04946,control,0,0.0197
u_04947,control,0,0.0076
u_04948,control,0,0.0081
u_04949,control,0,0.0365
u_04950,control,0,0.0188
u_04951,control,0,0.0136
u_04952,control,0,0.0305
u_04953,control,0,0.0034
u_04954,control,0,0.016
u_04955,control,0,0.0053
u_04956,control,0,0.0065
u_04957,control,0,0.022
u_04958,control,0,0.005
u_04959,control,0,0.0067
u_04960,control,0,0.0063
u_04961,control,0,0.013
u_04962,control,0,0.0004
u_04963,control,0,0.0115
u_04964,control,0,0.0026
u_04965,control,0,0.0344
u_04966,control,0,0.0118
u_04967,control,0,0.0178
u_04968,control,0,0.0293
u_04969,control,0,0.0151
u_04970,control,0,0.0171
u_04971,control,1,0.0466
u_04972,control,0,0.0049
u_04973,control,1,0.0153
u_04974,control,0,0.0181
u_04975,control,0,0.0019
u_04976,control,1,0.02
u_04977,control,1,0.0126
u_04978,control,0,0.0248
u_04979,control,0,0.006
u_04980,control,0,0.0019
u_04981,control,0,0.0142
u_04982,control,0,0.0082
u_04983,control,0,0.0192
u_04984,control,0,0.0358
u_04985,control,0,0.041
u_04986,control,0,0.0153
u_04987,control,0,0.0187
u_04988,control,0,0.0076
u_04989,control,0,0.0286
u_04990,control,0,0.0227
u_04991,control,0,0.0191
u_04992,control,0,0.0218
u_04993,control,0,0.0185
u_04994,control,0,0.044
u_04995,control,0,0.0129
u_04996,control,1,0.0252
u_04997,control,0,0.0256
u_04998,control,0,0.0098
u_04999,control,0,0.027
u_05000,control,0,0.0218
u_05001,control,0,0.0247
u_05002,control,0,0.0203
u_05003,control,0,0.023
u_05004,control,0,0.0231
u_05005,control,0,0.0196
u_05006,control,0,0.041
u_05007,control,0,0.0229
u_05008,control,0,0.0469
u_05009,control,0,0.0105
u_05010,control,0,0.023
u_05011,control,0,0.0215
u_05012,control,0,0.0083
u_05013,control,0,0.0321
u_05014,control,0,0.0093
u_05015,control,0,0.004
u_05016,control,0,0.0302
u_05017,control,0,0.0493
u_05018,control,0,0.0549
u_05019,control,0,0.0192
u_05020,control,0,0.03
u_05021,control,0,0.0088
u_05022,control,1,0.0107
u_05023,control,0,0.0315
u_05024,control,0,0.0067
u_05025,control,0,0.0185
u_05026,control,0,0.0468
u_05027,control,0,0.0397
u_05028,control,0,0.0108
u_05029,control,0,0.0169
u_05030,control,0,0.0228
u_05031,control,0,0.032
u_05032,control,0,0.0353
u_05033,control,0,0.0237
u_05034,control,0,0.0341
u_05035,control,0,0.0306
u_05036,control,0,0.0248
u_05037,control,0,0.0164
u_05038,control,0,0.01
u_05039,control,0,0.004
u_05040,control,0,0.0186
u_05041,control,0,0.0161
u_05042,control,0,0.0121
u_05043,control,0,0.0237
u_05044,control,0,0.0363
u_05045,control,1,0.0384
u_05046,control,0,0.0119
u_05047,control,0,0.0435
u_05048,control,0,0.0216
u_05049,control,1,0.0125
u_05050,control,0,0.0031
u_05051,control,0,0.0056
u_05052,control,0,0.0115
u_05053,control,0,0.0114
u_05054,control,0,0.0221
u_05055,control,0,0.015
u_05056,control,0,0.0007
u_05057,control,0,0.0042
u_05058,control,0,0.0212
u_05059,control,0,0.0231
u_05060,control,1,0.0254
u_05061,control,0,0.0155
u_05062,control,0,0.0219
u_05063,control,0,0.0729
u_05064,control,0,0.0133
u_05065,control,1,0.0137
u_05066,control,0,0.0016
u_05067,control,0,0.0217
u_05068,control,0,0.0048
u_05069,control,0,0.0036
u_05070,control,0,0.005
u_05071,control,0,0.017
u_05072,control,0,0.0244
u_05073,control,0,0.0041
u_05074,control,0,0.0424
u_05075,control,0,0.0254
u_05076,control,0,0.0172
u_05077,control,0,0.0376
u_05078,control,0,0.0082
u_05079,control,0,0.0143
u_05080,control,0,0.0044
u_05081,control,0,0.0293
u_05082,control,0,0.0232
u_05083,control,0,0.0092
u_05084,control,0,0.052
u_05085,control,0,0.0184
u_05086,control,0,0.0367
u_05087,control,0,0.074
u_05088,control,0,0.0012
u_05089,control,0,0.0191
u_05090,control,0,0.0185
u_05091,control,0,0.0084
u_05092,control,0,0.0261
u_05093,control,0,0.0196
u_05094,control,0,0.0076
u_05095,control,0,0.0515
u_05096,control,0,0.0237
u_05097,control,0,0.0091
u_05098,control,0,0.0132
u_05099,control,0,0.0145
u_05100,control,0,0.0484
u_05101,control,0,0.0371
u_05102,control,0,0.0112
u_05103,control,1,0.0199
u_05104,control,0,0.0039
u_05105,control,0,0.0116
u_05106,control,0,0.0132
u_05107,control,0,0.0192
u_05108,control,0,0.0374
u_05109,control,0,0.0178
u_05110,control,0,0.007
u_05111,control,0,0.0191
u_05112,control,0,0.0539
u_05113,control,0,0.0482
u_05114,control,0,0.023
u_05115,control,0,0.046
u_05116,control,0,0.0123
u_05117,control,0,0.0048
u_05118,control,0,0.0459
u_05119,control,0,0.0212
u_05120,control,0,0.0242
u_05121,control,0,0.0457
u_05122,control,0,0.0089
u_05123,control,0,0.0048
u_05124,control,0,0.0151
u_05125,control,0,0.0078
u_05126,control,0,0.021
u_05127,control,0,0.0231
u_05128,control,0,0.0056
u_05129,control,0,0.01
u_05130,control,0,0.0061
u_05131,control,0,0.0227
u_05132,control,0,0.003
u_05133,control,0,0.0344
u_05134,control,0,0.009
u_05135,control,0,0.0247
u_05136,control,0,0.0209
u_05137,control,0,0.0128
u_05138,control,0,0.0106
u_05139,control,0,0.008
u_05140,control,0,0.0201
u_05141,control,0,0.0097
u_05142,control,0,0.0198
u_05143,control,0,0.0374
u_05144,control,0,0.0185
u_05145,control,0,0.0247
u_05146,control,0,0.0166
u_05147,control,0,0.0148
u_05148,control,0,0.0253
u_05149,control,0,0.0313
u_05150,control,0,0.0201
u_05151,control,0,0.0439
u_05152,control,0,0.0002
u_05153,control,0,0.0212
u_05154,control,0,0.0447
u_05155,control,0,0.0249
u_05156,control,0,0.0104
u_05157,control,0,0.0052
u_05158,control,0,0.0092
u_05159,control,0,0.0364
u_05160,control,0,0.0175
u_05161,control,0,0.0292
u_05162,control,0,0.0168
u_05163,control,0,0.0151
u_05164,control,0,0.0069
u_05165,control,0,0.0066
u_05166,control,0,0.0161
u_05167,control,1,0.0128
u_05168,control,0,0.01
u_05169,control,0,0.0268
u_05170,control,0,0.0194
u_05171,control,0,0.0313
u_05172,control,0,0.0071
u_05173,control,0,0.0373
u_05174,control,0,0.0089
u_05175,control,0,0.0167
u_05176,control,0,0.01
u_05177,control,0,0.0485
u_05178,control,0,0.0702
u_05179,control,0,0.013
u_05180,control,0,0.0186
u_05181,control,0,0.0227
u_05182,control,0,0.0085
u_05183,control,0,0.0095
u_05184,control,0,0.0154
u_05185,control,0,0.0461
u_05186,control,0,0.017
u_05187,control,0,0.0147
u_05188,control,1,0.0348
u_05189,control,0,0.0108
u_05190,control,0,0.0357
u_05191,control,0,0.0748
u_05192,control,0,0.0148
u_05193,control,0,0.0135
u_05194,control,0,0.0126
u_05195,control,0,0.0334
u_05196,control,0,0.0266
u_05197,control,0,0.0334
u_05198,control,0,0.0223
u_05199,control,0,0.0016
u_05200,control,0,0.004
u_05201,control,0,0.0237
u_05202,control,0,0.0114
u_05203,control,0,0.0261
u_05204,control,0,0.0167
u_05205,control,0,0.014
u_05206,control,0,0.0326
u_05207,control,0,0.0408
u_05208,control,0,0.0144
u_05209,control,0,0.0316
u_05210,control,0,0.0065
u_05211,control,0,0.002
u_05212,control,0,0.0329
u_05213,control,0,0.0144
u_05214,control,0,0.0151
u_05215,control,0,0.0199
u_05216,control,0,0.0064
u_05217,control,0,0.0093
u_05218,control,0,0.0107
u_05219,control,0,0.0335
u_05220,control,0,0.0381
u_05221,control,1,0.0246
u_05222,control,0,0.0106
u_05223,control,0,0.0156
u_05224,control,0,0.0147
u_05225,control,1,0.0026
u_05226,control,0,0.0096
u_05227,control,0,0.0189
u_05228,control,0,0.0524
u_05229,control,0,0.0157
u_05230,control,0,0.0106
u_05231,control,0,0.0336
u_05232,control,0,0.0142
u_05233,control,0,0.0296
u_05234,control,0,0.0108
u_05235,control,0,0.012
u_05236,control,0,0.0086
u_05237,control,0,0.0506
u_05238,control,0,0.0324
u_05239,control,0,0.0122
u_05240,control,1,0.0147
u_05241,control,0,0.0245
u_05242,control,0,0.032
u_05243,control,0,0.0043
u_05244,control,0,0.0054
u_05245,control,0,0.0113
u_05246,control,0,0.0135
u_05247,control,0,0.0062
u_05248,control,1,0.0315
u_05249,control,1,0.0112
u_05250,control,0,0.0254
u_05251,control,0,0.0069
u_05252,control,0,0.0154
u_05253,control,0,0.0117
u_05254,control,1,0.0003
u_05255,control,0,0.0175
u_05256,control,0,0.0086
u_05257,control,0,0.0132
u_05258,control,0,0.0219
u_05259,control,0,0.0496
u_05260,control,0,0.0053
u_05261,control,0,0.0059
u_05262,control,0,0.0409
u_05263,control,0,0.0043
u_05264,control,0,0.0235
u_05265,control,0,0.0164
u_05266,control,0,0.0215
u_05267,control,0,0.0129
u_05268,control,0,0.0236
u_05269,control,0,0.0182
u_05270,control,0,0.0112
u_05271,control,0,0.0171
u_05272,control,0,0.01
u_05273,control,0,0.0082
u_05274,control,0,0.004
u_05275,control,0,0.0222
u_05276,control,0,0.005
u_05277,control,0,0.0035
u_05278,control,0,0.0403
u_05279,control,0,0.048
u_05280,control,0,0.0214
u_05281,control,0,0.0161
u_05282,control,0,0.0057
u_05283,control,0,0.0222
u_05284,control,0,0.0151
u_05285,control,0,0.0345
u_05286,control,0,0.0125
u_05287,control,0,0.0117
u_05288,control,0,0.0075
u_05289,control,0,0.0334
u_05290,control,0,0.0049
u_05291,control,0,0.0144
u_05292,control,0,0.0189
u_05293,control,0,0.002
u_05294,control,0,0.0206
u_05295,control,0,0.0198
u_05296,control,0,0.0034
u_05297,control,0,0.0194
u_05298,control,0,0.007
u_05299,control,0,0.0037
u_05300,control,0,0.0194
u_05301,control,0,0.0209
u_05302,control,0,0.0146
u_05303,control,0,0.0285
u_05304,control,0,0.0345
u_05305,control,0,0.0344
u_05306,control,0,0.0453
u_05307,control,0,0.0126
u_05308,control,0,0.0195
u_05309,control,0,0.0207
u_05310,control,0,0.0487
u_05311,control,0,0.004
u_05312,control,0,0.0011
u_05313,control,0,0.0171
u_05314,control,0,0.0293
u_05315,control,0,0.0467
u_05316,control,1,0.0082
u_05317,control,0,0.0095
u_05318,control,0,0.0164
u_05319,control,0,0.0105
u_05320,control,0,0.0032
u_05321,control,0,0.0394
u_05322,control,0,0.0228
u_05323,control,0,0.0191
u_05324,control,0,0.006
u_05325,control,0,0.028
u_05326,control,0,0.0038
u_05327,control,0,0.0073
u_05328,control,0,0.0331
u_05329,control,0,0.0101
u_05330,control,0,0.0067
u_05331,control,0,0.0319
u_05332,control,0,0.012
u_05333,control,1,0.0188
u_05334,control,0,0.0232
u_05335,control,1,0.0027
u_05336,control,0,0.0068
u_05337,control,0,0.0286
u_05338,control,0,0.0131
u_05339,control,0,0.0084
u_05340,control,0,0.0119
u_05341,control,0,0.0385
u_05342,control,0,0.0263
u_05343,control,0,0.0007
u_05344,control,0,0.0046
u_05345,control,0,0.0215
u_05346,control,0,0.0276
u_05347,control,0,0.0379
u_05348,control,0,0.0134
u_05349,control,0,0.018
u_05350,control,0,0.0269
u_05351,control,0,0.0257
u_05352,control,0,0.0122
u_05353,control,0,0.042
u_05354,control,1,0.0187
u_05355,control,0,0.0015
u_05356,control,0,0.0507
u_05357,control,0,0.0072
u_05358,control,0,0.0227
u_05359,control,0,0.0282
u_05360,control,0,0.0128
u_05361,control,0,0.0374
u_05362,control,0,0.0419
u_05363,control,0,0.0104
u_05364,control,0,0.0219
u_05365,control,0,0.0188
u_05366,control,0,0.0169
u_05367,control,0,0.0254
u_05368,control,0,0.0151
u_05369,control,0,0.0272
u_05370,control,0,0.0347
u_05371,control,1,0.0268
u_05372,control,0,0.027
u_05373,control,0,0.0097
u_05374,control,0,0.023
u_05375,control,0,0.0618
u_05376,control,0,0.0093
u_05377,control,0,0.0351
u_05378,control,0,0.0141
u_05379,control,0,0.0393
u_05380,control,0,0.0082
u_05381,control,0,0.0076
u_05382,control,0,0.0162
u_05383,control,0,0.0192
u_05384,control,0,0.0196
u_05385,control,1,0.02
u_05386,control,0,0.0281
u_05387,control,0,0.0421
u_05388,control,0,0.0478
u_05389,control,0,0.0324
u_05390,control,0,0.0053
u_05391,control,0,0.0188
u_05392,control,0,0.0112
u_05393,control,0,0.0126
u_05394,control,0,0.0092
u_05395,control,0,0.0206
u_05396,control,0,0.0005
u_05397,control,0,0.0045
u_05398,control,0,0.0149
u_05399,control,0,0.0162
u_05400,control,0,0.0058
u_05401,control,0,0.0342
u_05402,control,0,0.0103
u_05403,control,0,0.0095
u_05404,control,0,0.0112
u_05405,control,0,0.0235
u_05406,control,0,0.0251
u_05407,control,0,0.0437
u_05408,control,0,0.0306
u_05409,control,0,0.0148
u_05410,control,0,0.0108
u_05411,control,0,0.0324
u_05412,control,0,0.0116
u_05413,control,0,0.0246
u_05414,control,0,0.0221
u_05415,control,0,0.0457
u_05416,control,1,0.0118
u_05417,control,0,0.0016
u_05418,control,0,0.0264
u_05419,control,0,0.0202
u_05420,control,0,0.0096
u_05421,control,0,0.008
u_05422,control,0,0.0495
u_05423,control,0,0.0108
u_05424,control,0,0.0105
u_05425,control,0,0.0205
u_05426,control,0,0.0136
u_05427,control,0,0.0216
u_05428,control,0,0.0178
u_05429,control,0,0.0543
u_05430,control,0,0.001
u_05431,control,0,0.0129
u_05432,control,0,0.022
u_05433,control,0,0.0323
u_05434,control,0,0.0358
u_05435,control,0,0.0373
u_05436,control,0,0.0068
u_05437,control,0,0.0099
u_05438,control,0,0.0246
u_05439,control,0,0.0234
u_05440,control,0,0.042
u_05441,control,0,0.0081
u_05442,control,0,0.0268
u_05443,control,0,0.0167
u_05444,control,0,0.0099
u_05445,control,0,0.0064
u_05446,control,0,0.0334
u_05447,control,0,0.023
u_05448,control,0,0.0251
u_05449,control,0,0.0119
u_05450,control,0,0.0204
u_05451,control,0,0.0154
u_05452,control,0,0.0242
u_05453,control,0,0.0252
u_05454,control,0,0.0248
u_05455,control,0,0.0282
u_05456,control,0,0.0183
u_05457,control,1,0.0014
u_05458,control,0,0.0156
u_05459,control,0,0.0184
u_05460,control,0,0.0171
u_05461,control,0,0.0195
u_05462,control,0,0.0238
u_05463,control,0,0.0118
u_05464,control,0,0.0266
u_05465,control,0,0.0279
u_05466,control,0,0.013
u_05467,control,0,0.0124
u_05468,control,0,0.0891
u_05469,control,0,0.0262
u_05470,control,0,0.0191
u_05471,control,0,0.0412
u_05472,control,0,0.0565
u_05473,control,0,0.0138
u_05474,control,1,0.0067
u_05475,control,0,0.0205
u_05476,control,0,0.036
u_05477,control,0,0.0145
u_05478,control,0,0.0247
u_05479,control,0,0.0097
u_05480,control,0,0.0305
u_05481,control,0,0.0044
u_05482,control,0,0.0203
u_05483,control,0,0.0285
u_05484,control,0,0.0238
u_05485,control,0,0.0049
u_05486,control,0,0.0057
u_05487,control,0,0.0052
u_05488,control,0,0.0211
u_05489,control,0,0.0154
u_05490,control,0,0.012
u_05491,control,0,0.0057
u_05492,control,0,0.0087
u_05493,control,0,0.018
u_05494,control,0,0.0102
u_05495,control,0,0.0189
u_05496,control,0,0.0209
u_05497,control,0,0.0157
u_05498,control,0,0.0163
u_05499,control,0,0.0252
u_05500,control,0,0.0617
u_05501,control,0,0.0122
u_05502,control,0,0.0116
u_05503,control,0,0.0538
u_05504,control,0,0.0382
u_05505,control,0,0.0201
u_05506,control,0,0.0239
u_05507,control,0,0.0102
u_05508,control,0,0.0133
u_05509,control,0,0.0095
u_05510,control,0,0.0214
u_05511,control,0,0.0678
u_05512,control,0,0.0181
u_05513,control,0,0.0363
u_05514,control,0,0.0258
u_05515,control,0,0.0425
u_05516,control,0,0.0336
u_05517,control,0,0.0078
u_05518,control,0,0.0008
u_05519,control,0,0.0503
u_05520,control,0,0.0177
u_05521,control,0,0.032
u_05522,control,0,0.0098
u_05523,control,0,0.0043
u_05524,control,0,0.0323
u_05525,control,0,0.0281
u_05526,control,0,0.0132
u_05527,control,0,0.0338
u_05528,control,0,0.0048
u_05529,control,0,0.0024
u_05530,control,0,0.0455
u_05531,control,0,0.0127
u_05532,control,0,0.0066
u_05533,control,0,0.0177
u_05534,control,0,0.0096
u_05535,control,0,0.0247
u_05536,control,0,0.0136
u_05537,control,0,0.0177
u_05538,control,0,0.0105
u_05539,control,0,0.0199
u_05540,control,0,0.0058
u_05541,control,0,0.0228
u_05542,control,0,0.0048
u_05543,control,0,0.0258
u_05544,control,0,0.0028
u_05545,control,1,0.0272
u_05546,control,0,0.0159
u_05547,control,0,0.0154
u_05548,control,0,0.0185
u_05549,control,0,0.0172
u_05550,control,0,0.0166
u_05551,control,0,0.0488
u_05552,control,0,0.0027
u_05553,control,0,0.0096
u_05554,control,0,0.0107
u_05555,control,0,0.0212
u_05556,control,1,0.0262
u_05557,control,0,0.002
u_05558,control,0,0.0172
u_05559,control,0,0.0493
u_05560,control,0,0.0096
u_05561,control,0,0.0744
u_05562,control,0,0.0031
u_05563,control,0,0.0101
u_05564,control,0,0.0271
u_05565,control,0,0.0411
u_05566,control,0,0.0129
u_05567,control,1,0.0053
u_05568,control,0,0.0274
u_05569,control,0,0.045
u_05570,control,0,0.0263
u_05571,control,0,0.0148
u_05572,control,0,0.0233
u_05573,control,0,0.0039
u_05574,control,0,0.0183
u_05575,control,0,0.0157
u_05576,control,0,0.0134
u_05577,control,0,0.0327
u_05578,control,0,0.014
u_05579,control,0,0.0561
u_05580,control,0,0.0186
u_05581,control,0,0.0167
u_05582,control,0,0.0051
u_05583,control,0,0.0296
u_05584,control,0,0.0179
u_05585,control,0,0.0326
u_05586,control,0,0.0397
u_05587,control,0,0.0234
u_05588,control,0,0.0086
u_05589,control,0,0.007
u_05590,control,0,0.0087
u_05591,control,0,0.0261
u_05592,control,1,0.0178
u_05593,control,0,0.0212
u_05594,control,0,0.009
u_05595,control,0,0.0055
u_05596,control,0,0.0435
u_05597,control,0,0.0322
u_05598,control,0,0.0101
u_05599,control,0,0.0275
u_05600,control,0,0.0063
u_05601,control,0,0.0306
u_05602,control,0,0.03
u_05603,control,0,0.0097
u_05604,control,0,0.0355
u_05605,control,0,0.0165
u_05606,control,0,0.0114
u_05607,control,0,0.0138
u_05608,control,1,0.0293
u_05609,control,0,0.0255
u_05610,control,0,0.0265
u_05611,control,0,0.0307
u_05612,control,0,0.0368
u_05613,control,0,0.0066
u_05614,control,0,0.0092
u_05615,control,0,0.0251
u_05616,control,0,0.0193
u_05617,control,0,0.0189
u_05618,control,0,0.0208
u_05619,control,0,0.0084
u_05620,control,0,0.0221
u_05621,control,0,0.0065
u_05622,control,0,0.001
u_05623,control,0,0.0288
u_05624,control,0,0.0166
u_05625,control,0,0.0081
u_05626,control,0,0.0475
u_05627,control,0,0.0272
u_05628,control,0,0.0104
u_05629,control,0,0.0051
u_05630,control,0,0.0045
u_05631,control,0,0.0089
u_05632,control,0,0.004
u_05633,control,0,0.0018
u_05634,control,0,0.0243
u_05635,control,0,0.0031
u_05636,control,0,0.0149
u_05637,control,0,0.0149
u_05638,control,0,0.0009
u_05639,control,0,0.0147
u_05640,control,0,0.0248
u_05641,control,0,0.0177
u_05642,control,0,0.0149
u_05643,control,0,0.0268
u_05644,control,0,0.0083
u_05645,control,0,0.0323
u_05646,control,0,0.0086
u_05647,control,0,0.0146
u_05648,control,0,0.0188
u_05649,control,0,0.0292
u_05650,control,0,0.0125
u_05651,control,0,0.0087
u_05652,control,0,0.0295
u_05653,control,0,0.0031
u_05654,control,0,0.0053
u_05655,control,0,0.0172
u_05656,control,0,0.0114
u_05657,control,1,0.0119
u_05658,control,0,0.0086
u_05659,control,0,0.0173
u_05660,control,0,0.0045
u_05661,control,0,0.013
